No.,Source,Destination,Version,Protocol,Length,Header Length,Total Length,Identification,TTL,Header Checksum,Attack
5505,192.168.179.128,192.168.251.29,4,UDP,74,20,27,0x0000,2,0x4243,1
5506,192.168.179.128,192.168.251.29,4,UDP,74,20,49,0x0000,13,0x14ba,1
5507,192.168.179.128,192.168.251.29,4,UDP,74,20,64,0x0000,10,0x91ab,1
5508,192.168.179.128,192.168.251.29,4,UDP,74,20,64,0x0000,5,oxaf3b,1
5509,192.168.179.128,192.168.251.29,4,UDP,74,20,54,0x0000,8,0xv589,1
5510,192.168.179.128,192.168.251.29,4,UDP,74,20,41,0x0000,9,0x21ee,1
5511,192.168.179.128,192.168.251.29,4,UDP,74,20,32,0x0000,10,0x3189,1
5512,192.168.179.128,192.168.251.29,4,UDP,74,20,29,0x0000,9,0x7f8f,1
5513,192.168.179.128,192.168.251.29,4,UDP,74,20,35,0x0000,10,0xaa26,1
5514,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0fa5,128,0x0000,0
5515,192.168.179.128,192.168.251.29,4,UDP,74,20,567,0x075e,116,0xb332,0
5516,192.168.179.128,192.168.251.29,4,UDP,74,20,780,0x3002,128,0x0000,0
5517,192.168.179.128,192.168.251.29,4,UDP,74,20,119,0x0760,116,0xb44e,0
5518,192.168.179.128,192.168.251.29,4,UDP,74,20,78,0xd5ee,128,0x0000,0
5519,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfc,128,0x0000,0
5520,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfd,128,0x0000,0
5521,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x4c53,104,0xea46,0
5522,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xacfe,128,0x0000,0
5523,192.168.179.128,192.168.251.29,4,UDP,74,20,557,0xacff,128,0x0000,0
5524,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,13,0xcd85,1
5525,192.168.179.128,192.168.251.29,4,UDP,74,20,55,0x0000,36,oxc106,1
5526,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,64,ox429d,1
5527,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,55,ox4829,1
5528,192.168.179.128,192.168.251.29,4,UDP,74,20,38,0x0000,64,ox3041,1
5529,192.168.179.128,192.168.251.29,4,UDP,74,20,345,0xe22f,56,0xf706,0
5530,192.168.179.128,192.168.251.29,4,UDP,74,20,220,0x0fa5,128,0x0000,0
5531,192.168.179.128,192.168.251.29,4,UDP,74,20,116,0x075e,116,0xb332,0
5532,192.168.179.128,192.168.251.29,4,UDP,74,20,117,0x3002,128,0x0000,0
5533,192.168.179.128,192.168.251.29,4,UDP,74,20,105,0x0760,116,0xb44e,0
5534,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x9daf,105,0x97ea,0
5535,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xad00,128,0x0000,0
5536,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xaed4,115,0x2ccc,0
5537,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xdaf0,128,0x0000,0
5538,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x1b3d,128,0x0000,0
5539,192.168.179.128,192.168.251.29,4,UDP,74,20,22,0x0000,11,0xf973,1
5540,192.168.179.128,192.168.251.29,4,UDP,74,20,24,0x0000,12,0x5b7e,1
5541,192.168.179.128,192.168.251.29,4,UDP,74,20,23,0x0000,11,0x897d,1
5542,192.168.179.128,192.168.251.29,4,UDP,74,20,31,0x0000,21,0xaa13,1
5543,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,28,0xf6db,1
5544,192.168.179.128,192.168.251.29,4,UDP,74,20,119,0x1b3d,128,0x0000,0
5545,192.168.179.128,192.168.251.29,4,UDP,74,20,129,0xde5c,128,0x0000,0
5546,192.168.179.128,192.168.251.29,4,UDP,74,20,90,0xac4f,118,0x2acc,0
5547,192.168.179.128,192.168.251.29,4,UDP,74,20,110,0x017e,128,0x0000,0
5548,192.168.179.128,192.168.251.29,4,UDP,74,20,287,0x0214,115,0xfa53,0
5549,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xde5c,128,0x0000,0
5550,192.168.179.128,192.168.251.29,4,UDP,74,20,78,0xac4f,118,0x2acc,0
5551,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x017e,128,0x0000,0
5552,192.168.179.128,192.168.251.29,4,UDP,74,20,143,0x0214,115,0xfa53,0
5553,192.168.179.128,192.168.251.29,4,UDP,74,20,71,0xe22f,56,0xf706,0
5554,192.168.179.128,192.168.251.29,4,UDP,74,20,28,0x0000,18,0x1918,1
5555,192.168.179.128,192.168.251.29,4,UDP,74,20,27,0x0000,17,0x4243,1
5556,192.168.179.128,192.168.251.29,4,UDP,74,20,26,0x0000,16,0x14ba,1
5557,192.168.179.128,192.168.251.29,4,UDP,74,20,25,0x0000,15,0x91ab,1
5558,192.168.179.128,192.168.251.29,4,UDP,74,20,24,0x0000,14,oxaf3b,1
5559,192.168.179.128,192.168.251.29,4,UDP,74,20,30,0x0000,15,0xv589,1
5560,192.168.179.128,192.168.251.29,4,UDP,74,20,29,0x0000,5,0x21ee,1
5561,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,11,0x3189,1
5562,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,67,0x7f8f,1
5563,192.168.179.128,192.168.251.29,4,UDP,74,20,38,0x0000,22,0xaa26,1
5564,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0fa5,128,0x0000,0
5565,192.168.179.128,192.168.251.29,4,UDP,74,20,389,0x075e,116,0xb332,0
5566,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x3002,128,0x0000,0
5567,192.168.179.128,192.168.251.29,4,UDP,74,20,103,0x0760,116,0xb44e,0
5568,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xd5ee,128,0x0000,0
5569,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfc,128,0x0000,0
5570,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfd,128,0x0000,0
5571,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x4c53,104,0xea46,0
5572,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xacfe,128,0x0000,0
5573,192.168.179.128,192.168.251.29,4,UDP,74,20,557,0xacff,128,0x0000,0
5574,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,13,0xcd85,1
5575,192.168.179.128,192.168.251.29,4,UDP,74,20,55,0x0000,36,oxc106,1
5576,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,64,ox429d,1
5577,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,55,ox4829,1
5578,192.168.179.128,192.168.251.29,4,UDP,74,20,38,0x0000,64,ox3041,1
5579,192.168.179.128,192.168.251.29,4,UDP,74,20,345,0xe22f,56,0xf706,0
5580,192.168.179.128,192.168.251.29,4,UDP,74,20,220,0x0fa5,128,0x0000,0
5581,192.168.179.128,192.168.251.29,4,UDP,74,20,116,0x075e,116,0xb332,0
5582,192.168.179.128,192.168.251.29,4,UDP,74,20,117,0x3002,128,0x0000,0
5583,192.168.179.128,192.168.251.29,4,UDP,74,20,105,0x0760,116,0xb44e,0
5584,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x9daf,105,0x97ea,0
5585,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xad00,128,0x0000,0
5586,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xaed4,115,0x2ccc,0
5587,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xdaf0,128,0x0000,0
5588,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x1b3d,128,0x0000,0
5589,192.168.179.128,192.168.251.29,4,UDP,74,20,22,0x0000,11,0xf973,1
5590,192.168.179.128,192.168.251.29,4,UDP,74,20,24,0x0000,12,0x5b7e,1
5591,192.168.179.128,192.168.251.29,4,UDP,74,20,23,0x0000,11,0x897d,1
5592,192.168.179.128,192.168.251.29,4,UDP,74,20,37,0x0000,21,0xaa13,1
5593,192.168.179.128,192.168.251.29,4,UDP,74,20,39,0x0000,28,0xf6db,1
5594,192.168.179.128,192.168.251.29,4,UDP,74,20,119,0x1b3d,128,0x0000,0
5595,192.168.179.128,192.168.251.29,4,UDP,74,20,129,0xde5c,128,0x0000,0
5596,192.168.179.128,192.168.251.29,4,UDP,74,20,310,0xac4f,118,0x2acc,0
5597,192.168.179.128,192.168.251.29,4,UDP,74,20,114,0x017e,128,0x0000,0
5598,192.168.179.128,192.168.251.29,4,UDP,74,20,197,0x0214,115,0xfa53,0
5599,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xde5c,128,0x0000,0
5600,192.168.179.128,192.168.251.29,4,UDP,74,20,780,0xac4f,118,0x2acc,0
5601,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x017e,128,0x0000,0
5602,192.168.179.128,192.168.251.29,4,UDP,74,20,143,0x0214,115,0xfa53,0
5603,192.168.179.128,192.168.251.29,4,UDP,74,20,71,0xe22f,56,0xf706,0
5604,192.168.179.128,192.168.251.29,4,UDP,74,20,28,0x0000,12,0x1918,1
5605,192.168.179.128,192.168.251.29,4,UDP,74,20,27,0x0000,2,0x4243,1
5606,192.168.179.128,192.168.251.29,4,UDP,74,20,49,0x0000,13,0x14ba,1
5607,192.168.179.128,192.168.251.29,4,UDP,74,20,64,0x0000,10,0x91ab,1
5608,192.168.179.128,192.168.251.29,4,UDP,74,20,64,0x0000,5,oxaf3b,1
5609,192.168.179.128,192.168.251.29,4,UDP,74,20,54,0x0000,8,0xv589,1
5610,192.168.179.128,192.168.251.29,4,UDP,74,20,41,0x0000,9,0x21ee,1
5611,192.168.179.128,192.168.251.29,4,UDP,74,20,32,0x0000,10,0x3189,1
5612,192.168.179.128,192.168.251.29,4,UDP,74,20,29,0x0000,9,0x7f8f,1
5613,192.168.179.128,192.168.251.29,4,UDP,74,20,35,0x0000,10,0xaa26,1
5614,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0fa5,128,0x0000,0
5615,192.168.179.128,192.168.251.29,4,UDP,74,20,567,0x075e,116,0xb332,0
5616,192.168.179.128,192.168.251.29,4,UDP,74,20,780,0x3002,128,0x0000,0
5617,192.168.179.128,192.168.251.29,4,UDP,74,20,119,0x0760,116,0xb44e,0
5618,192.168.179.128,192.168.251.29,4,UDP,74,20,78,0xd5ee,128,0x0000,0
5619,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfc,128,0x0000,0
5620,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfd,128,0x0000,0
5621,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x4c53,104,0xea46,0
5622,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xacfe,128,0x0000,0
5623,192.168.179.128,192.168.251.29,4,UDP,74,20,557,0xacff,128,0x0000,0
5624,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,13,0xcd85,1
5625,192.168.179.128,192.168.251.29,4,UDP,74,20,55,0x0000,36,oxc106,1
5626,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,64,ox429d,1
5627,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,55,ox4829,1
5628,192.168.179.128,192.168.251.29,4,UDP,74,20,38,0x0000,64,ox3041,1
5629,192.168.179.128,192.168.251.29,4,UDP,74,20,345,0xe22f,56,0xf706,0
5630,192.168.179.128,192.168.251.29,4,UDP,74,20,220,0x0fa5,128,0x0000,0
5631,192.168.179.128,192.168.251.29,4,UDP,74,20,116,0x075e,116,0xb332,0
5632,192.168.179.128,192.168.251.29,4,UDP,74,20,117,0x3002,128,0x0000,0
5633,192.168.179.128,192.168.251.29,4,UDP,74,20,105,0x0760,116,0xb44e,0
5634,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x9daf,105,0x97ea,0
5635,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xad00,128,0x0000,0
5636,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xaed4,115,0x2ccc,0
5637,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xdaf0,128,0x0000,0
5638,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x1b3d,128,0x0000,0
5639,192.168.179.128,192.168.251.29,4,UDP,74,20,22,0x0000,11,0xf973,1
5640,192.168.179.128,192.168.251.29,4,UDP,74,20,24,0x0000,12,0x5b7e,1
5641,192.168.179.128,192.168.251.29,4,UDP,74,20,23,0x0000,11,0x897d,1
5642,192.168.179.128,192.168.251.29,4,UDP,74,20,31,0x0000,21,0xaa13,1
5643,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,28,0xf6db,1
5644,192.168.179.128,192.168.251.29,4,UDP,74,20,119,0x1b3d,128,0x0000,0
5645,192.168.179.128,192.168.251.29,4,UDP,74,20,129,0xde5c,128,0x0000,0
5646,192.168.179.128,192.168.251.29,4,UDP,74,20,90,0xac4f,118,0x2acc,0
5647,192.168.179.128,192.168.251.29,4,UDP,74,20,110,0x017e,128,0x0000,0
5648,192.168.179.128,192.168.251.29,4,UDP,74,20,287,0x0214,115,0xfa53,0
5649,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xde5c,128,0x0000,0
5650,192.168.179.128,192.168.251.29,4,UDP,74,20,78,0xac4f,118,0x2acc,0
5651,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x017e,128,0x0000,0
5652,192.168.179.128,192.168.251.29,4,UDP,74,20,143,0x0214,115,0xfa53,0
5653,192.168.179.128,192.168.251.29,4,UDP,74,20,71,0xe22f,56,0xf706,0
5654,192.168.179.128,192.168.251.29,4,UDP,74,20,28,0x0000,18,0x1918,1
5655,192.168.179.128,192.168.251.29,4,UDP,74,20,27,0x0000,17,0x4243,1
5656,192.168.179.128,192.168.251.29,4,UDP,74,20,26,0x0000,16,0x14ba,1
5657,192.168.179.128,192.168.251.29,4,UDP,74,20,25,0x0000,15,0x91ab,1
5658,192.168.179.128,192.168.251.29,4,UDP,74,20,24,0x0000,14,oxaf3b,1
5659,192.168.179.128,192.168.251.29,4,UDP,74,20,30,0x0000,15,0xv589,1
5660,192.168.179.128,192.168.251.29,4,UDP,74,20,29,0x0000,5,0x21ee,1
5661,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,11,0x3189,1
5662,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,67,0x7f8f,1
5663,192.168.179.128,192.168.251.29,4,UDP,74,20,38,0x0000,22,0xaa26,1
5664,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0fa5,128,0x0000,0
5665,192.168.179.128,192.168.251.29,4,UDP,74,20,389,0x075e,116,0xb332,0
5666,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x3002,128,0x0000,0
5667,192.168.179.128,192.168.251.29,4,UDP,74,20,103,0x0760,116,0xb44e,0
5668,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xd5ee,128,0x0000,0
5669,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfc,128,0x0000,0
5670,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfd,128,0x0000,0
5671,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x4c53,104,0xea46,0
5672,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xacfe,128,0x0000,0
5673,192.168.179.128,192.168.251.29,4,UDP,74,20,557,0xacff,128,0x0000,0
5674,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,13,0xcd85,1
5675,192.168.179.128,192.168.251.29,4,UDP,74,20,55,0x0000,36,oxc106,1
5676,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,64,ox429d,1
5677,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,55,ox4829,1
5678,192.168.179.128,192.168.251.29,4,UDP,74,20,38,0x0000,64,ox3041,1
5679,192.168.179.128,192.168.251.29,4,UDP,74,20,345,0xe22f,56,0xf706,0
5680,192.168.179.128,192.168.251.29,4,UDP,74,20,220,0x0fa5,128,0x0000,0
5681,192.168.179.128,192.168.251.29,4,UDP,74,20,116,0x075e,116,0xb332,0
5682,192.168.179.128,192.168.251.29,4,UDP,74,20,117,0x3002,128,0x0000,0
5683,192.168.179.128,192.168.251.29,4,UDP,74,20,105,0x0760,116,0xb44e,0
5684,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x9daf,105,0x97ea,0
5685,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xad00,128,0x0000,0
5686,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xaed4,115,0x2ccc,0
5687,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xdaf0,128,0x0000,0
5688,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x1b3d,128,0x0000,0
5689,192.168.179.128,192.168.251.29,4,UDP,74,20,22,0x0000,11,0xf973,1
5690,192.168.179.128,192.168.251.29,4,UDP,74,20,24,0x0000,12,0x5b7e,1
5691,192.168.179.128,192.168.251.29,4,UDP,74,20,23,0x0000,11,0x897d,1
5692,192.168.179.128,192.168.251.29,4,UDP,74,20,37,0x0000,21,0xaa13,1
5693,192.168.179.128,192.168.251.29,4,UDP,74,20,39,0x0000,28,0xf6db,1
5694,192.168.179.128,192.168.251.29,4,UDP,74,20,119,0x1b3d,128,0x0000,0
5695,192.168.179.128,192.168.251.29,4,UDP,74,20,129,0xde5c,128,0x0000,0
5696,192.168.179.128,192.168.251.29,4,UDP,74,20,310,0xac4f,118,0x2acc,0
5697,192.168.179.128,192.168.251.29,4,UDP,74,20,114,0x017e,128,0x0000,0
5698,192.168.179.128,192.168.251.29,4,UDP,74,20,197,0x0214,115,0xfa53,0
5699,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xde5c,128,0x0000,0
5700,192.168.179.128,192.168.251.29,4,UDP,74,20,780,0xac4f,118,0x2acc,0
5701,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x017e,128,0x0000,0
5702,192.168.179.128,192.168.251.29,4,UDP,74,20,143,0x0214,115,0xfa53,0
5703,192.168.179.128,192.168.251.29,4,UDP,74,20,71,0xe22f,56,0xf706,0
5704,192.168.179.128,192.168.251.29,4,UDP,74,20,28,0x0000,12,0x1918,1
5705,192.168.179.128,192.168.251.29,4,UDP,74,20,27,0x0000,2,0x4243,1
5706,192.168.179.128,192.168.251.29,4,UDP,74,20,49,0x0000,13,0x14ba,1
5707,192.168.179.128,192.168.251.29,4,UDP,74,20,64,0x0000,10,0x91ab,1
5708,192.168.179.128,192.168.251.29,4,UDP,74,20,64,0x0000,5,oxaf3b,1
5709,192.168.179.128,192.168.251.29,4,UDP,74,20,54,0x0000,8,0xv589,1
5710,192.168.179.128,192.168.251.29,4,UDP,74,20,41,0x0000,9,0x21ee,1
5711,192.168.179.128,192.168.251.29,4,UDP,74,20,32,0x0000,10,0x3189,1
5712,192.168.179.128,192.168.251.29,4,UDP,74,20,29,0x0000,9,0x7f8f,1
5713,192.168.179.128,192.168.251.29,4,UDP,74,20,35,0x0000,10,0xaa26,1
5714,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0fa5,128,0x0000,0
5715,192.168.179.128,192.168.251.29,4,UDP,74,20,567,0x075e,116,0xb332,0
5716,192.168.179.128,192.168.251.29,4,UDP,74,20,780,0x3002,128,0x0000,0
5717,192.168.179.128,192.168.251.29,4,UDP,74,20,119,0x0760,116,0xb44e,0
5718,192.168.179.128,192.168.251.29,4,UDP,74,20,78,0xd5ee,128,0x0000,0
5719,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfc,128,0x0000,0
5720,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfd,128,0x0000,0
5721,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x4c53,104,0xea46,0
5722,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xacfe,128,0x0000,0
5723,192.168.179.128,192.168.251.29,4,UDP,74,20,557,0xacff,128,0x0000,0
5724,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,13,0xcd85,1
5725,192.168.179.128,192.168.251.29,4,UDP,74,20,55,0x0000,36,oxc106,1
5726,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,64,ox429d,1
5727,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,55,ox4829,1
5728,192.168.179.128,192.168.251.29,4,UDP,74,20,38,0x0000,64,ox3041,1
5729,192.168.179.128,192.168.251.29,4,UDP,74,20,345,0xe22f,56,0xf706,0
5730,192.168.179.128,192.168.251.29,4,UDP,74,20,220,0x0fa5,128,0x0000,0
5731,192.168.179.128,192.168.251.29,4,UDP,74,20,116,0x075e,116,0xb332,0
5732,192.168.179.128,192.168.251.29,4,UDP,74,20,117,0x3002,128,0x0000,0
5733,192.168.179.128,192.168.251.29,4,UDP,74,20,105,0x0760,116,0xb44e,0
5734,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x9daf,105,0x97ea,0
5735,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xad00,128,0x0000,0
5736,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xaed4,115,0x2ccc,0
5737,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xdaf0,128,0x0000,0
5738,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x1b3d,128,0x0000,0
5739,192.168.179.128,192.168.251.29,4,UDP,74,20,22,0x0000,11,0xf973,1
5740,192.168.179.128,192.168.251.29,4,UDP,74,20,24,0x0000,12,0x5b7e,1
5741,192.168.179.128,192.168.251.29,4,UDP,74,20,23,0x0000,11,0x897d,1
5742,192.168.179.128,192.168.251.29,4,UDP,74,20,31,0x0000,21,0xaa13,1
5743,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,28,0xf6db,1
5744,192.168.179.128,192.168.251.29,4,UDP,74,20,119,0x1b3d,128,0x0000,0
5745,192.168.179.128,192.168.251.29,4,UDP,74,20,129,0xde5c,128,0x0000,0
5746,192.168.179.128,192.168.251.29,4,UDP,74,20,90,0xac4f,118,0x2acc,0
5747,192.168.179.128,192.168.251.29,4,UDP,74,20,110,0x017e,128,0x0000,0
5748,192.168.179.128,192.168.251.29,4,UDP,74,20,287,0x0214,115,0xfa53,0
5749,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xde5c,128,0x0000,0
5750,192.168.179.128,192.168.251.29,4,UDP,74,20,78,0xac4f,118,0x2acc,0
5751,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x017e,128,0x0000,0
5752,192.168.179.128,192.168.251.29,4,UDP,74,20,143,0x0214,115,0xfa53,0
5753,192.168.179.128,192.168.251.29,4,UDP,74,20,71,0xe22f,56,0xf706,0
5754,192.168.179.128,192.168.251.29,4,UDP,74,20,28,0x0000,18,0x1918,1
5755,192.168.179.128,192.168.251.29,4,UDP,74,20,27,0x0000,17,0x4243,1
5756,192.168.179.128,192.168.251.29,4,UDP,74,20,26,0x0000,16,0x14ba,1
5757,192.168.179.128,192.168.251.29,4,UDP,74,20,25,0x0000,15,0x91ab,1
5758,192.168.179.128,192.168.251.29,4,UDP,74,20,24,0x0000,14,oxaf3b,1
5759,192.168.179.128,192.168.251.29,4,UDP,74,20,30,0x0000,15,0xv589,1
5760,192.168.179.128,192.168.251.29,4,UDP,74,20,29,0x0000,5,0x21ee,1
5761,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,11,0x3189,1
5762,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,67,0x7f8f,1
5763,192.168.179.128,192.168.251.29,4,UDP,74,20,38,0x0000,22,0xaa26,1
5764,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0fa5,128,0x0000,0
5765,192.168.179.128,192.168.251.29,4,UDP,74,20,389,0x075e,116,0xb332,0
5766,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x3002,128,0x0000,0
5767,192.168.179.128,192.168.251.29,4,UDP,74,20,103,0x0760,116,0xb44e,0
5768,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xd5ee,128,0x0000,0
5769,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfc,128,0x0000,0
5770,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xacfd,128,0x0000,0
5771,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x4c53,104,0xea46,0
5772,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xacfe,128,0x0000,0
5773,192.168.179.128,192.168.251.29,4,UDP,74,20,557,0xacff,128,0x0000,0
5774,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,13,0xcd85,1
5775,192.168.179.128,192.168.251.29,4,UDP,74,20,55,0x0000,36,oxc106,1
5776,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x0000,64,ox429d,1
5777,192.168.179.128,192.168.251.29,4,UDP,74,20,36,0x0000,55,ox4829,1
5778,192.168.179.128,192.168.251.29,4,UDP,74,20,38,0x0000,64,ox3041,1
5779,192.168.179.128,192.168.251.29,4,UDP,74,20,345,0xe22f,56,0xf706,0
5780,192.168.179.128,192.168.251.29,4,UDP,74,20,220,0x0fa5,128,0x0000,0
5781,192.168.179.128,192.168.251.29,4,UDP,74,20,116,0x075e,116,0xb332,0
5782,192.168.179.128,192.168.251.29,4,UDP,74,20,117,0x3002,128,0x0000,0
5783,192.168.179.128,192.168.251.29,4,UDP,74,20,105,0x0760,116,0xb44e,0
5784,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0x9daf,105,0x97ea,0
5785,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xad00,128,0x0000,0
5786,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xaed4,115,0x2ccc,0
5787,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0xdaf0,128,0x0000,0
5788,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x1b3d,128,0x0000,0
5789,192.168.179.128,192.168.251.29,4,UDP,74,20,22,0x0000,11,0xf973,1
5790,192.168.179.128,192.168.251.29,4,UDP,74,20,24,0x0000,12,0x5b7e,1
5791,192.168.179.128,192.168.251.29,4,UDP,74,20,23,0x0000,11,0x897d,1
5792,192.168.179.128,192.168.251.29,4,UDP,74,20,37,0x0000,21,0xaa13,1
5793,192.168.179.128,192.168.251.29,4,UDP,74,20,39,0x0000,28,0xf6db,1
5794,192.168.179.128,192.168.251.29,4,UDP,74,20,119,0x1b3d,128,0x0000,0
5795,192.168.179.128,192.168.251.29,4,UDP,74,20,129,0xde5c,128,0x0000,0
5796,192.168.179.128,192.168.251.29,4,UDP,74,20,310,0xac4f,118,0x2acc,0
5797,192.168.179.128,192.168.251.29,4,UDP,74,20,114,0x017e,128,0x0000,0
5798,192.168.179.128,192.168.251.29,4,UDP,74,20,197,0x0214,115,0xfa53,0
5799,192.168.179.128,192.168.251.29,4,UDP,74,20,52,0xde5c,128,0x0000,0
5800,192.168.179.128,192.168.251.29,4,UDP,74,20,780,0xac4f,118,0x2acc,0
5801,192.168.179.128,192.168.251.29,4,UDP,74,20,40,0x017e,128,0x0000,0
5802,192.168.179.128,192.168.251.29,4,UDP,74,20,143,0x0214,115,0xfa53,0
5803,192.168.179.128,192.168.251.29,4,UDP,74,20,71,0xe22f,56,0xf706,0
5804,192.168.179.128,192.168.251.29,4,UDP,74,20,28,0x0000,12,0x1918,1
5805,192.168.179.128,192.168.251.29,4,UDP,74,20,27,0x0000,2,0x4243,1
5806,192.168.179.128,192.168.251.29,4,UDP,74,20,49,0x0000,13,0x14ba,1
5807,192.168.179.128,192.168.251.29,4,UDP,74,20,64,0x0000,10,0x91ab,1
